Configuration Report for Ex_OntEthSvc generated on Wed Sep 12 11:10:28 CDT 2018
 REGION , NETWORK , DESCR , TAG-ACTION , BW-PROF , OUT-TAG , IN-TAG , MCAST-PROF , ID , PON-COS , US-CIR-OVERRIDE , US-PIR-OVERRIDE , DS-PIR-OVERRIDE , DS-CIR-OVERRIDE , HOT-SWAP , ONT , IGMP-SNOOP , DHCP-SNOOP , MAC-FORCE-FORW , IP-SRC-VERIFY , MULTICAST-FILTERING ,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),807, , ,GE-1-1, , , , , , ,168262,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),829, , ,GE-1-1, , , , , , ,155214,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),241, , ,GE-1-1, , , , , , ,253802,N,Y,Y,Y,Y,
autodiscovered, , ,3(@AE Data),8(@AE Data 2/20),1241, , ,GE-1-1, , , , , , ,CXNK00079B68,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),633, , ,GE-1-1, , , , , , ,356363,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),407, , ,GE-1-1, , , , , , ,346426,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),509, , ,GE-1-1, , , , , , ,236642,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),105, , ,GE-1-1, , , , , , ,CXNK00079224,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),57(@HSI-R-Turbo-AE),137, , ,GE-1-1, , , , , , ,CXNK00078DA0,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),638, , ,GE-1-1, , , , , , ,842696,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1423, , ,GE-1-1, , , , , , ,679160,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),309, , ,GE-1-1, , , , , , ,179755,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),310, , ,GE-1-1, , , , , , ,461380,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),348, , ,GE-1-1, , , , , , ,459890,N,Y,N,N,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),242, , ,GE-1-1, , , , , , ,671745,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),10(@AE Data 10/100),908, , ,GE-1-1, , , , , , ,CXNK000845C4,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),8(@AE Data 2/20),101, , ,GE-1-1, , , , , , ,CXNK000933DC,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),8(@AE Data 2/20),516, , ,GE-1-1, , , , , , ,CXNK0008E696,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),8(@AE Data 2/20),644, , ,GE-2-1, , , , , , ,CXNK0007931B,N,Y,Y,Y,Y,
Hicks, , ,21(@dogwood cabins),8(@AE Data 2/20), , , ,GE-1-1, , , , , , ,CXNK0007967C,N,N,N,N,N,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),223, , ,GE-1-1, , , , , , ,CXNK000793BC,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1316, , ,GE-1-1, , , , , , ,762846,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),822, , ,GE-1-1, , , , , , ,978885,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),809, , ,GE-1-1, , , , , , ,329529,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),124, , ,GE-1-1, , , , , , ,CXNK000794D4,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),436, , ,GE-1-1, , , , , , ,617153,N,Y,N,N,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),723, , ,GE-1-1, , , , , , ,205579,N,Y,Y,Y,Y,
Hicks, , ,21(@dogwood cabins),8(@AE Data 2/20), , , ,GE-1-1, , , , , , ,CXNK0007966D,N,N,N,N,N,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),638, , ,GE-1-1, , , , , , ,843696,N,Y,Y,Y,Y,
Hicks, , ,23(@TLS),28(@AE TLS 5/1),1555, , ,GE-1-1, , , , , , ,CXNK00079902,N,N,N,N,N,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1522, , ,GE-1-1, , , , , , ,347277,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),105, , ,GE-1-1, , , , , , ,677775,N,Y,Y,Y,Y,
Hicks, , ,21(@dogwood cabins),8(@AE Data 2/20), , , ,GE-1-1, , , , , , ,CXNK00079699,N,N,N,N,N,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1120, , ,GE-1-1, , , , , , ,CXNK00079940,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1309, , ,GE-1-1, , , , , , ,808006,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),308, , ,GE-1-1, , , , , , ,729286,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),807, , ,GE-1-1, , , , , , ,835356,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),44(@HSI-B-Pro-AE),502, , ,GE-1-1, , , , , , ,376214,N,Y,N,N,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),607, , ,GE-1-1, , , , , , ,993016,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2017, , ,GE-1-1, , , , , , ,196216,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),342, , ,GE-1-1, , , , , , ,635515,N,Y,N,N,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1408, , ,GE-1-1, , , , , , ,301063,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),613, , ,GE-1-1, , , , , , ,482633,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1319, , ,GE-1-1, , , , , , ,397345,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),233, , ,GE-1-1, , , , , , ,CXNK00078D74,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),111, , ,GE-1-1, , , , , , ,CXNK00078D7B,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),315, , ,GE-1-1, , , , , , ,261529,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1314, , ,GE-1-1, , , , , , ,CXNK00079604,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),37(@HSI-R-Extreme-AE),239, , ,GE-1-1, , , , , , ,859180,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1407, , ,GE-1-1, , , , , , ,855465,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),616, , ,GE-1-1, , , , , , ,747217,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),227, , ,GE-1-1, , , , , , ,814298,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1410, , ,GE-1-1, , , , , , ,979597,N,Y,N,N,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),130, , ,GE-1-1, , , , , , ,201943,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1906, , ,GE-1-1, , , , , , ,537135,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),632, , ,GE-1-1, , , , , , ,CXNK000793B3,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),332, , ,GE-1-1, , , , , , ,129040,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),611, , ,GE-1-1, , , , , , ,462366,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1304, , ,GE-1-1, , , , , , ,233515,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1405, , ,GE-1-1, , , , , , ,115572,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),314, , ,GE-1-1, , , , , , ,302250,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),312, , ,GE-1-1, , , , , , ,597899,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),731, , ,GE-1-1, , , , , , ,476547,N,Y,Y,Y,Y,
Equality, , ,23(@TLS),16(@AE TLS 50/50),3998, , ,GE-1-1, , , , , , ,CXNK000933E0,N,N,N,N,N,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),303, , ,GE-1-1, , , , , , ,472735,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),246, , ,GE-1-1, , , , , , ,628091,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),225, , ,GE-1-1, , , , , , ,375581,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),215, , ,GE-1-1, , , , , , ,CXNK0008E42F,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1305, , ,GE-1-1, , , , , , ,527247,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1311, , ,GE-1-1, , , , , , ,455746,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1224, , ,GE-1-1, , , , , , ,454311,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),247, , ,GE-1-1, , , , , , ,969360,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),308, , ,GE-1-1, , , , , , ,665305,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),11(@AE Data 50/50),809, , ,GE-1-1, , , , , , ,CXNK000A09C2,N,N,N,N,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),122, , ,GE-1-1, , , , , , ,929989,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),108, , ,GE-1-1, , , , , , ,415298,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1515, , ,GE-1-1, , , , , , ,419038,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),134, , ,GE-1-1, , , , , , ,720412,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),132, , ,GE-1-1, , , , , , ,664422,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1602, , ,GE-1-1, , , , , , ,451361,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),307, , ,GE-1-1, , , , , , ,909450,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),133, , ,GE-1-1, , , , , , ,821580,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),44(@HSI-B-Pro-AE),1514, , ,GE-1-1, , , , , , ,CXNK000798A2,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),832, , ,GE-1-1, , , , , , ,562655,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),243, , ,GE-1-1, , , , , , ,275643,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),102, , ,GE-1-1, , , , , , ,343555,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),434, , ,GE-1-1, , , , , , ,375008,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),112, , ,GE-1-1, , , , , , ,578782,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),825, , ,GE-1-1, , , , , , ,223673,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1616, , ,GE-1-1, , , , , , ,592956,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),117, , ,GE-1-1, , , , , , ,313824,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),501, , ,GE-1-1, , , , , , ,CXNK0008DCCB,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),2512, , ,GE-1-1, , , , , , ,CXNK000F179A,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),316, , ,GE-1-1, , , , , , ,CXNK00078E0D,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1106, , ,GE-1-1, , , , , , ,CXNK0007990F,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2602, , ,GE-1-1, , , , , , ,236536,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),933, , ,GE-1-1, , , , , , ,CXNK0007938B,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),709, , ,GE-1-1, , , , , , ,CXNK0008E6CA,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),612, , ,GE-1-1, , , , , , ,389247,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),445, , ,GE-1-1, , , , , , ,780261,N,Y,N,N,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),138, , ,GE-1-1, , , , , , ,CXNK000791BA,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1304, , ,GE-1-1, , , , , , ,CXNK000A538C,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1302, , ,GE-1-1, , , , , , ,464474,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),147, , ,GE-1-1, , , , , , ,944155,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),608, , ,GE-1-1, , , , , , ,847780,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),520, , ,GE-1-1, , , , , , ,403643,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),220, , ,GE-1-1, , , , , , ,920363,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),647, , ,GE-1-1, , , , , , ,835828,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),334, , ,GE-1-1, , , , , , ,857060,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1817, , ,GE-1-1, , , , , , ,885107,N,Y,Y,Y,Y,
Hicks, , ,21(@dogwood cabins),9(@AE Data 5/50), , , ,GE-2-2, , , , , , ,CXNK0008E86C,N,N,N,N,N,
Hicks, , ,3(@AE Data),10(@AE Data 10/100),718, , ,GE-1-1, , , , , , ,CXNK0008E86C,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1810, , ,GE-1-1, , , , , , ,CXNK00078EB5,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1520, , ,GE-1-1, , , , , , ,834837,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),109, , ,GE-1-1, , , , , , ,261628,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),8(@AE Data 2/20),2113, , ,GE-1-1, , , , , , ,CXNK000F1B72,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1511, , ,GE-1-1, , , , , , ,CXNK000F1925,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),336, , ,GE-1-1, , , , , , ,357647,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),103, , ,GE-1-1, , , , , , ,637484,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),10(@AE Data 10/100),101, , ,GE-8-8, , , , , , ,CXNK000635C0,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),342, , ,GE-1-1, , , , , , ,CXNK00079357,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),507, , ,GE-1-1, , , , , , ,CXNK0008E469,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),445, , ,GE-1-1, , , , , , ,CXNK0008DE97,N,Y,N,N,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),910, , ,GE-1-1, , , , , , ,CXNK000F0734,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1715, , ,GE-1-1, , , , , , ,CXNK0008DDB1,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1313, , ,GE-1-1, , , , , , ,847990,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),8(@AE Data 2/20),120, , ,GE-1-1, , , , , , ,968100,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),442, , ,GE-1-1, , , , , , ,CXNK0008E443,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),147, , ,GE-1-1, , , , , , ,311170,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),37(@HSI-R-Extreme-AE),231, , ,GE-1-1, , , , , , ,189020,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1716, , ,GE-1-1, , , , , , ,726740,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1310, , ,GE-1-1, , , , , , ,560554,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),531, , ,GE-1-1, , , , , , ,279047,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),430, , ,GE-1-1, , , , , , ,698420,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),44(@HSI-B-Pro-AE),118, , ,GE-1-1, , , , , , ,558305,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),415, , ,GE-1-1, , , , , , ,856936,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1514, , ,GE-1-1, , , , , , ,215621,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),42(@HSI-B-Extreme-AE),310, , ,GE-1-1, , , , , , ,510718,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),536, , ,GE-1-1, , , , , , ,481946,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1723, , ,GE-1-1, , , , , , ,CXNK000F1B74,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),444, , ,GE-1-1, , , , , , ,943546,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),345, , ,GE-1-1, , , , , , ,795179,N,Y,N,N,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),443, , ,GE-1-1, , , , , , ,356963,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),638, , ,GE-1-1, , , , , , ,883934,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1420, , ,GE-1-1, , , , , , ,217650,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),501, , ,GE-1-1, , , , , , ,657189,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),46(@HSI-B-Turbo-AE),446, , ,GE-1-1, , , , , , ,351656,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1311, , ,GE-1-1, , , , , , ,745528,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),447, , ,GE-1-1, , , , , , ,334907,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1316, , ,GE-1-1, , , , , , ,CXNK00079871,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),332, , ,GE-1-1, , , , , , ,737784,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),9(@AE Data 5/50),101, , ,GE-1-1, , , , , , ,CXNK00078D56,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),215, , ,GE-1-1, , , , , , ,554604,N,Y,N,N,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),309, , ,GE-1-1, , , , , , ,446338,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),8(@AE Data 2/20),309, , ,GE-1-1, , , , , , ,CXNK00072497,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),511, , ,GE-1-1, , , , , , ,645927,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),734, , ,GE-1-1, , , , , , ,169081,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1816, , ,GE-1-1, , , , , , ,417241,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),507, , ,GE-1-1, , , , , , ,529152,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),518, , ,GE-1-1, , , , , , ,784469,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1622, , ,GE-1-1, , , , , , ,CXNK0007990A,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),16(@AE TLS 50/50),1009, , ,GE-2-1, , , , , , ,CXNK000635C0,N,N,N,N,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),444, , ,GE-1-1, , , , , , ,691968,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),210, , ,GE-1-1, , , , , , ,986266,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),435, , ,GE-1-1, , , , , , ,193981,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),44(@HSI-B-Pro-AE),519, , ,GE-1-1, , , , , , ,815347,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1614, , ,GE-1-1, , , , , , ,903328,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),517, , ,GE-1-1, , , , , , ,320739,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),510, , ,GE-1-1, , , , , , ,911865,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),736, , ,GE-1-1, , , , , , ,496108,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1625, , ,GE-1-1, , , , , , ,665261,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),331, , ,GE-1-1, , , , , , ,101362,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),340, , ,GE-1-1, , , , , , ,161334,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),537, , ,GE-1-1, , , , , , ,396539,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),918, , ,GE-1-1, , , , , , ,361358,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),320, , ,GE-1-1, , , , , , ,648426,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),910, , ,GE-1-1, , , , , , ,446628,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),346, , ,GE-1-1, , , , , , ,893998,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),127, , ,GE-1-1, , , , , , ,CXNK000792A2,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),643, , ,GE-1-1, , , , , , ,942409,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),632, , ,GE-1-1, , , , , , ,767233,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),203, , ,GE-1-1, , , , , , ,318019,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),543, , ,GE-1-1, , , , , , ,766694,N,Y,N,N,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),425, , ,GE-1-1, , , , , , ,CXNK000793E2,N,Y,Y,Y,Y,
Equality, , ,23(@TLS),36(@AE TLS 100/100),3995, , ,GE-1-1, , , , , , ,CXNK000635C1,N,N,N,N,N,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1507, , ,GE-1-1, , , , , , ,686852,N,Y,N,N,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),302, , ,GE-1-1, , , , , , ,CXNK000F181C,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),207, , ,GE-1-1, , , , , , ,CXNK0008451D,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2205, , ,GE-1-1, , , , , , ,CXNK000F1BAC,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),642, , ,GE-1-1, , , , , , ,423502,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),724, , ,GE-1-1, , , , , , ,395409,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2411, , ,GE-1-1, , , , , , ,CXNK000F1B4B,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1616, , ,GE-1-1, , , , , , ,CXNK0008DDCE,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),916, , ,GE-1-1, , , , , , ,CXNK0008DDE4,N,Y,Y,Y,Y,
